,bathrooms,bedrooms,price,price_type,square_feet,state
60288,2.0,3.0,2535.0,Monthly,1606,TX
60289,1.0,2.0,950.0,Monthly,1000,CA
60290,1.0,1.0,850.0,Monthly,657,AZ
60291,2.0,2.0,1370.0,Monthly,1078,VA
60292,2.0,2.0,1696.0,Monthly,1574,GA
60293,1.5,2.0,575.0,Monthly,910,KY
60294,1.5,2.0,775.0,Monthly,944,VA
60295,1.0,2.0,687.0,Monthly,850,KY
60296,2.0,3.0,1258.0,Monthly,1320,AZ
60297,2.0,3.0,1139.0,Monthly,1320,NE
60298,2.0,2.0,3035.0,Monthly,1380,FL
60299,1.0,1.0,1110.0,Monthly,759,TX
60300,2.0,2.0,2739.0,Monthly,1048,FL
60301,1.0,1.0,1679.0,Monthly,728,FL
60302,2.0,3.0,1325.0,Monthly,1350,GA
60303,1.0,1.0,1220.0,Monthly,875,GA
60304,2.0,3.0,1715.0,Monthly,1245,TX
60305,3.5,3.0,1600.0,Monthly,2088,NC
60306,1.0,1.0,1794.0,Monthly,713,VA
60307,2.0,3.0,2465.0,Monthly,1516,GA
60308,2.0,2.0,1605.0,Monthly,975,CA
60309,2.0,3.0,1410.0,Monthly,1272,MT
60310,1.0,1.0,1075.0,Monthly,842,FL
60311,1.0,1.0,846.0,Monthly,636,NC
60312,2.0,2.0,909.0,Monthly,755,NC
60313,1.0,1.0,1356.0,Monthly,793,TX
60314,2.0,3.0,1325.0,Monthly,1032,NC
60315,1.0,1.0,1163.0,Monthly,692,TX
60316,2.0,2.0,859.0,Monthly,1065,KY
60317,2.0,2.0,1285.0,Monthly,1150,NC
60318,2.0,3.0,1605.0,Monthly,1323,GA
60319,2.0,2.0,1260.0,Monthly,1050,NC
60320,1.5,3.0,1100.0,Monthly,1207,MT
60321,2.0,2.0,1300.0,Monthly,1155,TX
60322,2.0,2.0,1619.0,Monthly,1190,NC
60323,2.0,3.0,1850.0,Monthly,1368,TX
60324,1.0,1.0,699.0,Monthly,400,NC
60325,1.0,1.0,1243.0,Monthly,791,NC
60326,2.0,2.0,1487.0,Monthly,1176,AZ
60327,2.0,2.0,1290.0,Monthly,1044,NC
60328,2.0,2.0,885.0,Monthly,851,NC
60329,1.0,1.0,1079.0,Monthly,1000,GA
60330,1.0,1.0,640.0,Monthly,396,KY
60331,1.0,1.0,1195.0,Monthly,692,CA
60332,1.0,1.0,1500.0,Monthly,854,GA
60333,1.0,1.0,2041.0,Monthly,897,CA
60334,1.0,1.0,1073.0,Monthly,834,FL
60335,2.0,2.0,1203.0,Monthly,1053,AZ
60336,1.0,1.0,1395.0,Monthly,893,GA
60337,2.0,2.0,3150.0,Monthly,907,CA
60338,2.0,2.0,1650.0,Monthly,856,CA
60339,2.0,2.0,1389.0,Monthly,1063,FL
60340,1.0,1.0,1330.0,Monthly,800,CA
60341,1.0,2.0,1520.0,Monthly,809,CA
60342,1.0,1.0,1155.0,Monthly,700,VA
60343,1.0,2.0,899.0,Monthly,430,KY
60344,2.5,2.0,2150.0,Monthly,1330,GA
60345,1.0,2.0,1435.0,Monthly,740,GA
60346,2.0,2.0,2625.0,Monthly,1092,CA
60347,2.0,2.0,1216.0,Monthly,1167,NC
60348,2.0,2.0,2991.0,Monthly,1214,CA
60349,2.0,3.0,3550.0,Monthly,1353,CA
60350,1.0,1.0,1089.0,Monthly,603,KY
60351,1.0,1.0,1515.0,Monthly,735,VA
60352,1.0,2.0,983.0,Monthly,628,VA
60353,1.0,1.0,635.0,Monthly,761,NC
60354,1.0,1.0,1670.0,Monthly,908,GA
60355,2.0,2.0,729.0,Monthly,1025,MO
60356,2.0,3.0,2355.0,Monthly,1065,CA
60357,1.0,2.0,500.0,Monthly,600,KS
60358,1.0,1.0,655.0,Monthly,925,MO
60359,2.0,2.0,1331.0,Monthly,1065,AZ
60360,2.0,2.0,1719.0,Monthly,1024,VA
60361,1.0,1.0,1095.0,Monthly,707,AZ
60362,1.0,1.0,1198.0,Monthly,613,VA
60363,2.0,2.0,1701.0,Monthly,1131,GA
60364,2.0,2.0,2195.0,Monthly,1303,TX
60365,1.0,1.0,1745.0,Monthly,668,VA
60366,2.0,2.0,1267.0,Monthly,1022,AZ
60367,1.0,1.0,739.0,Monthly,789,KS
60368,2.0,2.0,903.0,Monthly,800,AZ
60369,1.0,1.0,1720.0,Monthly,670,VA
60370,1.0,1.0,829.0,Monthly,834,NC
60371,1.0,1.0,720.0,Monthly,765,NC
60372,2.0,2.0,880.0,Monthly,1127,NC
60373,1.0,1.0,1185.0,Monthly,750,GA
60374,1.0,1.0,1574.0,Monthly,776,VA
60375,1.0,1.0,1110.0,Monthly,806,GA
60376,2.0,2.0,1781.0,Monthly,1026,VA
60377,1.0,1.0,995.0,Monthly,858,AZ
60378,2.0,2.0,1205.0,Monthly,1136,AZ
60379,2.0,2.0,1380.0,Monthly,1201,AZ
60380,1.0,1.0,1217.0,Monthly,844,FL
60381,1.0,1.0,1413.0,Monthly,641,VA
60382,1.0,1.0,1379.0,Monthly,690,GA
60383,2.0,2.0,724.0,Monthly,900,KS
60384,2.0,2.0,1605.0,Monthly,1130,GA
60385,1.0,1.0,659.0,Monthly,738,KS
60386,1.0,1.0,1145.0,Monthly,776,FL
60387,2.0,2.0,1615.0,Monthly,1312,GA
60388,2.0,2.0,1995.0,Monthly,1417,VA
60389,1.0,1.0,695.0,Monthly,585,AZ
60390,2.0,2.0,1839.0,Monthly,1138,VA
60391,2.0,2.0,1875.0,Monthly,1278,GA
60392,1.0,1.0,670.0,Monthly,456,AZ
60393,1.0,1.0,1085.0,Monthly,764,NC
60394,1.0,1.0,1109.0,Monthly,691,TX
60395,2.0,2.0,1399.0,Monthly,1122,FL
60396,2.0,2.0,1770.0,Monthly,1203,GA
60397,2.0,2.0,1661.0,Monthly,783,VA
60398,1.0,2.0,865.0,Monthly,759,AZ
60399,2.0,2.0,1555.0,Monthly,1024,TX
60400,1.0,1.0,482.0,Monthly,710,KS
60401,2.0,2.0,2849.0,Monthly,1132,CA
60402,1.0,2.0,650.0,Monthly,800,KS
60403,1.0,2.0,1425.0,Monthly,742,VA
60404,1.0,1.0,1516.0,Monthly,600,CA
60405,2.0,2.0,1549.0,Monthly,1370,VA
60406,1.0,1.0,1466.0,Monthly,600,CA
60407,2.0,2.0,1970.0,Monthly,1221,VA
60408,2.0,2.0,1970.0,Monthly,1221,VA
60409,2.0,3.0,2027.0,Monthly,1153,CA
60410,2.0,2.0,2445.0,Monthly,969,CA
60411,1.0,1.0,1100.0,Monthly,788,TX
60412,1.5,3.0,2258.0,Monthly,1140,VA
60413,1.0,1.0,1095.0,Monthly,776,NC
60414,2.0,2.0,1295.0,Monthly,1161,NC
60415,1.0,1.0,1623.0,Monthly,797,VA
60416,1.5,2.0,1960.0,Monthly,940,CA
60417,2.0,2.0,960.0,Monthly,903,FL
60418,2.0,2.0,1485.0,Monthly,969,CA
60419,2.0,2.0,1544.0,Monthly,1137,AZ
60420,2.0,2.0,1490.0,Monthly,1176,NC
60421,1.0,2.0,621.0,Monthly,720,MO
60422,1.0,1.0,1071.0,Monthly,860,VA
60423,2.0,3.0,1553.0,Monthly,1358,NC
60424,2.0,2.0,1475.0,Monthly,1208,VA
60425,2.0,2.0,1725.0,Monthly,978,CA
60426,2.0,2.0,1385.0,Monthly,1075,VA
60427,1.0,1.0,1069.0,Monthly,713,VA
60428,1.0,2.0,1990.0,Monthly,825,CA
60429,1.0,1.0,1165.0,Monthly,775,TX
60430,2.0,2.0,1290.0,Monthly,903,FL
60431,1.0,1.0,400.0,Monthly,522,KS
60432,1.0,1.0,1058.0,Monthly,692,NC
60433,2.0,2.0,1300.0,Monthly,810,FL
60434,2.0,2.0,2100.0,Monthly,1136,CA
60435,2.0,3.0,691.0,Monthly,1125,MO
60436,1.0,1.0,570.0,Monthly,530,MO
60437,2.0,2.0,1530.0,Monthly,926,FL
60438,1.0,1.0,901.0,Monthly,471,VA
60439,1.0,2.0,892.0,Monthly,545,FL
60440,2.0,2.0,1250.0,Monthly,995,VA
60441,2.0,2.0,1219.0,Monthly,1119,NC
60442,2.0,2.0,1255.0,Monthly,1030,AZ
60443,1.0,2.0,1044.0,Monthly,925,AZ
60444,2.0,2.0,1899.0,Monthly,1017,TX
60445,1.0,1.0,1558.0,Monthly,550,CA
60446,2.0,2.0,1375.0,Monthly,1000,FL
60447,1.0,2.0,550.0,Monthly,820,KS
60448,1.0,2.0,853.0,Monthly,953,TX
60449,2.0,2.0,1356.0,Monthly,1024,TX
60450,2.0,2.0,1515.0,Monthly,1040,AZ
60451,1.0,2.0,1125.0,Monthly,540,CA
60452,2.0,2.0,1800.0,Monthly,1200,GA
60453,1.0,1.0,450.0,Monthly,450,KS
60454,1.0,2.0,814.0,Monthly,825,FL
60455,1.0,1.0,668.0,Monthly,651,MO
60456,1.0,1.0,1300.0,Monthly,830,VA
60457,1.0,1.0,1605.0,Monthly,721,GA
60458,2.0,2.0,872.0,Monthly,863,MO
60459,1.0,1.0,1632.0,Monthly,853,VA
60460,1.0,1.0,1925.0,Monthly,721,GA
60461,1.0,3.0,990.0,Monthly,424,GA
60462,1.0,1.0,1215.0,Monthly,612,TX
60463,2.0,2.0,1325.0,Monthly,1019,TX
60464,2.0,3.0,1115.0,Monthly,1356,NC
60465,2.0,2.0,2395.0,Monthly,1038,CA
60466,1.0,2.0,1035.0,Monthly,819,TX
60467,2.0,2.0,1525.0,Monthly,1105,VA
60468,2.0,3.0,1545.0,Monthly,1208,TX
60469,2.0,2.0,2515.0,Monthly,1217,GA
60470,1.0,1.0,1489.0,Monthly,936,GA
60471,1.5,2.0,1171.0,Monthly,1091,NC
60472,2.0,3.0,2169.0,Monthly,1269,AZ
60473,1.0,1.0,1680.0,Monthly,678,GA
60474,2.0,2.0,1782.0,Monthly,1250,GA
60475,1.0,1.0,983.0,Monthly,710,TX
60476,2.0,2.0,2927.0,Monthly,1345,GA
60477,1.0,1.0,715.0,Monthly,833,MO
60478,1.0,1.0,1295.0,Monthly,700,TX
60479,1.0,2.0,1316.0,Monthly,625,GA
60480,1.0,1.0,1652.0,Monthly,979,GA
60481,2.0,2.0,2100.0,Monthly,1047,GA
60482,2.0,2.0,1065.0,Monthly,960,KS
60483,2.0,2.0,1930.0,Monthly,1106,CA
60484,2.0,2.0,1446.0,Monthly,1273,NC
60485,1.0,1.0,2000.0,Monthly,906,GA
60486,2.0,2.0,2855.0,Monthly,1209,CA
60487,1.0,1.0,2060.0,Monthly,966,GA
60488,1.0,2.0,620.0,Monthly,819,TN
60489,2.0,2.0,1340.0,Monthly,1022,AZ
60490,1.0,1.0,720.0,Monthly,720,MO
60491,2.0,3.0,945.0,Monthly,1080,NC
60492,2.0,2.0,961.0,Monthly,988,VA
60493,2.0,2.0,1435.0,Monthly,1176,KS
60494,1.5,2.0,1375.0,Monthly,1143,MO
60495,2.0,2.0,1423.0,Monthly,1090,KS
60496,2.0,2.0,1040.0,Monthly,880,AZ
60497,2.0,2.0,1299.0,Monthly,1010,MO
60498,1.0,2.0,1235.0,Monthly,834,CA
60499,2.0,2.0,900.0,Monthly,900,MO
60500,1.0,1.0,1000.0,Monthly,780,GA
60501,2.0,2.0,1005.0,Monthly,949,NC
60502,1.0,1.0,1349.0,Monthly,697,GA
60503,2.0,2.0,1855.0,Monthly,1113,VA
60504,1.0,2.0,770.0,Monthly,1000,MO
60505,2.0,2.0,2656.0,Monthly,1216,GA
60506,2.0,2.0,3700.0,Monthly,1220,CA
60507,2.0,2.0,2212.0,Monthly,1059,CA
60508,1.0,2.0,2350.0,Monthly,1024,GA
60509,2.0,2.0,1110.0,Monthly,1600,MO
60510,1.0,1.0,699.0,Monthly,710,MO
60511,2.0,2.0,1030.0,Monthly,1380,MO
60512,1.0,1.0,1329.0,Monthly,741,GA
60513,2.0,2.0,1330.0,Monthly,1062,VA
60514,2.0,2.0,1075.0,Monthly,934,NC
60515,1.0,1.0,1023.0,Monthly,672,KS
60516,1.0,1.0,1459.0,Monthly,724,GA
60517,1.0,2.0,1236.0,Monthly,493,GA
60518,1.0,1.0,1120.0,Monthly,727,NC
60519,1.0,1.0,1075.0,Monthly,936,KS
60520,1.0,1.0,1592.0,Monthly,725,CA
60521,1.0,1.0,1540.0,Monthly,763,AZ
60522,1.0,1.0,1186.0,Monthly,712,NC
60523,2.5,2.0,1603.0,Monthly,1281,KS
60524,1.0,1.0,1241.0,Monthly,822,KS
60525,1.0,1.0,1180.0,Monthly,611,MO
60526,1.0,1.0,2320.0,Monthly,655,CA
60527,1.0,1.0,1223.0,Monthly,814,AZ
60528,1.0,1.0,1795.0,Monthly,600,CA
60529,1.0,2.0,775.0,Monthly,774,MO
60530,1.0,1.0,1400.0,Monthly,1001,FL
60531,2.0,2.0,1475.0,Monthly,1180,KS
60532,2.0,2.0,1395.0,Monthly,1131,TN
60533,1.0,1.0,947.0,Monthly,564,TN
60534,1.0,1.0,790.0,Monthly,560,MO
60535,1.5,2.0,945.0,Monthly,1292,TN
60536,1.0,2.0,883.0,Monthly,676,MO
60537,1.0,2.0,920.0,Monthly,1040,UT
60538,1.0,3.0,1200.0,Monthly,1500,UT
60539,1.0,1.0,1295.0,Monthly,804,MO
60540,1.0,1.0,2105.0,Monthly,750,CA
60541,1.0,1.0,2095.0,Monthly,750,CA
60542,1.0,1.0,2569.0,Monthly,758,CA
60543,2.0,2.0,2220.0,Monthly,921,CA
60544,1.0,1.0,2590.0,Monthly,780,CA
60545,1.0,1.0,1255.0,Monthly,804,MO
60546,1.0,1.0,1245.0,Monthly,804,MO
60547,1.0,2.0,955.0,Monthly,1009,KS
60548,2.0,2.0,1005.0,Monthly,1099,KS
60549,1.0,1.0,451.0,Monthly,700,TN
60550,1.0,1.0,1710.0,Monthly,889,VA
60551,2.0,2.0,2186.0,Monthly,1268,MO
60552,1.0,1.0,1110.0,Monthly,660,CA
60553,2.0,2.0,1228.0,Monthly,1136,AZ
60554,1.0,1.0,1634.0,Monthly,740,CA
60555,1.0,1.0,510.0,Monthly,650,TN
60556,2.0,2.0,1877.0,Monthly,1000,CA
60557,1.5,2.0,700.0,Monthly,1000,TN
60558,2.0,2.0,2285.0,Monthly,1063,CA
60559,1.0,1.0,1434.0,Monthly,700,CA
60560,2.0,3.0,929.0,Monthly,1235,GA
60561,1.0,1.0,2035.0,Monthly,810,CA
60562,1.0,1.0,1148.0,Monthly,688,TN
60563,1.5,2.0,895.0,Monthly,939,TN
60564,2.0,2.0,1650.0,Monthly,956,VA
60565,1.0,1.0,1438.0,Monthly,802,NC
60566,1.0,2.0,885.0,Monthly,808,MO
60567,2.0,2.0,1449.0,Monthly,1149,MO
60568,1.0,2.0,950.0,Monthly,830,CA
60569,2.0,3.0,1100.0,Monthly,1313,CA
60570,1.0,2.0,1725.0,Monthly,865,CA
60571,1.0,2.0,1885.0,Monthly,865,CA
60572,2.0,2.0,1135.0,Monthly,1005,TN
60573,1.0,1.0,1009.0,Monthly,669,UT
60574,2.0,2.0,1189.0,Monthly,944,UT
60575,2.0,2.0,1089.0,Monthly,1015,AZ
60576,2.0,2.0,1312.0,Monthly,944,UT
60577,2.5,4.0,1900.0,Monthly,2385,GA
60578,1.0,1.0,1050.0,Monthly,1020,UT
60579,2.0,2.0,1224.0,Monthly,1018,AZ
60580,1.0,3.0,730.0,Monthly,900,KS
60581,1.0,2.0,1325.0,Monthly,950,CA
60582,2.0,2.0,1453.0,Monthly,1253,TN
60583,1.0,1.0,982.0,Monthly,944,GA
60584,1.0,1.0,932.0,Monthly,826,GA
60585,1.0,1.0,1592.0,Monthly,728,CA
60586,2.0,2.0,1455.0,Monthly,1283,AZ
60587,2.0,2.0,1370.0,Monthly,1158,AZ
60588,1.0,1.0,1515.0,Monthly,834,TX
60589,2.0,2.0,1100.0,Monthly,1027,FL
60590,2.0,2.0,1223.0,Monthly,935,VA
60591,2.0,2.0,1100.0,Monthly,1230,LA
60592,2.0,2.0,1180.0,Monthly,950,FL
60593,1.0,1.0,865.0,Monthly,600,FL
60594,1.0,1.0,885.0,Monthly,600,FL
60595,1.5,2.0,660.0,Monthly,945,LA
60596,2.0,2.0,3415.0,Monthly,1084,CO
60597,1.0,1.0,1349.0,Monthly,754,VA
60598,1.0,2.0,1144.0,Monthly,1320,VA
60599,2.0,2.0,1565.0,Monthly,1070,OH
60600,1.0,2.0,1630.0,Monthly,750,MA
60601,2.0,3.0,975.0,Monthly,1050,NV
60602,2.0,2.0,943.0,Monthly,943,NV
60603,1.0,1.0,888.0,Monthly,743,LA
60604,2.5,5.0,2095.0,Monthly,3260,NV
60605,2.0,2.0,1599.0,Monthly,1007,MA
60606,1.0,3.0,695.0,Monthly,1268,VA
60607,2.0,2.0,3054.0,Monthly,1064,CA
60608,1.0,1.0,595.0,Monthly,576,LA
60609,2.0,3.0,2098.0,Monthly,1405,FL
60610,1.0,1.0,825.0,Monthly,790,NV
60611,2.0,3.0,1260.0,Monthly,1225,NV
60612,2.0,2.0,944.0,Monthly,1030,NV
60613,2.0,2.0,944.0,Monthly,1030,NV
60614,2.0,2.0,995.0,Monthly,950,NV
60615,1.0,1.0,1005.0,Monthly,765,OH
60616,2.0,2.0,2800.0,Monthly,1775,MA
60617,1.0,1.0,935.0,Monthly,790,NV
60618,1.0,1.0,995.0,Monthly,536,VA
60619,2.0,2.0,1774.0,Monthly,1023,VA
60620,2.0,2.0,3190.0,Monthly,1978,MA
60621,1.0,1.0,975.0,Monthly,700,NV
60622,2.0,2.0,1249.0,Monthly,957,VA
60623,2.0,2.0,849.0,Monthly,1022,VA
60624,1.0,2.0,890.0,Monthly,900,OH
60625,1.5,3.0,581.0,Monthly,1010,LA
60626,1.0,1.0,1955.0,Monthly,1145,NJ
60627,1.0,1.0,830.0,Monthly,826,VA
60628,1.0,1.0,1259.0,Monthly,629,VA
60629,2.0,2.0,1259.0,Monthly,800,VA
60630,1.0,1.0,953.0,Monthly,820,VA
60631,1.0,1.0,725.0,Monthly,680,NV
60632,1.0,1.0,2045.0,Monthly,916,NJ
60633,2.0,2.0,2515.0,Monthly,1134,NJ
60634,1.0,3.0,1700.0,Monthly,900,MA
60635,1.0,1.0,725.0,Monthly,680,NV
60636,1.0,1.0,820.0,Monthly,525,TX
60637,2.0,2.0,775.0,Monthly,1010,NV
60638,1.5,1.0,3484.0,Monthly,1272,CO
60639,1.0,1.0,770.0,Monthly,547,NV
60640,1.0,1.0,610.0,Monthly,790,VA
60641,1.0,1.0,1279.0,Monthly,813,VA
60642,1.0,1.0,1179.0,Monthly,564,VA
60643,2.0,2.0,1200.0,Monthly,880,NV
60644,1.0,1.0,799.0,Monthly,504,TX
60645,1.0,1.0,725.0,Monthly,680,NV
60646,1.0,1.0,1159.0,Monthly,533,VA
60647,1.0,2.0,1750.0,Monthly,690,CA
60648,1.0,1.0,650.0,Monthly,580,NV
60649,1.0,2.0,1815.0,Monthly,497,NJ
60650,1.0,1.0,650.0,Monthly,500,NV
60651,1.0,1.0,650.0,Monthly,500,NV
60652,1.0,1.0,785.0,Monthly,600,NV
60653,1.0,1.0,1525.0,Monthly,340,CA
60654,1.0,1.0,1500.0,Monthly,380,CA
60655,1.0,1.0,1089.0,Monthly,778,OH
60656,1.0,2.0,992.0,Monthly,698,NV
60657,2.0,2.0,1668.0,Monthly,998,VA
60658,1.0,1.0,1500.0,Monthly,380,CA
60659,1.0,2.0,933.0,Monthly,933,OH
60660,2.0,2.0,1552.0,Monthly,1000,VA
60661,1.0,2.0,875.0,Monthly,610,NV
60662,2.0,3.0,1450.0,Monthly,1557,LA
60663,1.0,1.0,827.0,Monthly,662,VA
60664,1.0,1.0,2115.0,Monthly,821,CO
60665,1.5,2.0,847.0,Monthly,857,TX
60666,3.0,4.0,9500.0,Monthly,3021,FL
60667,1.0,1.0,865.0,Monthly,787,OH
60668,1.0,1.0,1781.0,Monthly,759,MA
60669,2.0,2.0,1450.0,Monthly,1104,NV
60670,1.0,1.0,1264.0,Monthly,815,NV
60671,1.0,0.0,1800.0,Monthly,450,CA
60672,1.0,1.0,790.0,Monthly,689,LA
60673,1.0,1.0,839.0,Monthly,685,TX
60674,1.0,1.0,1200.0,Monthly,815,LA
60675,2.0,2.0,1010.0,Monthly,936,OH
60676,1.0,2.0,1600.0,Monthly,932,CO
60677,1.0,3.0,1095.0,Monthly,1025,VA
60678,1.0,1.0,1310.0,Monthly,742,VA
60679,2.5,2.0,2200.0,Monthly,1674,MA
60680,1.5,3.0,950.0,Monthly,1500,VA
60681,1.5,2.0,875.0,Monthly,1344,OH
60682,1.0,1.0,899.0,Monthly,901,OH
60683,2.0,2.0,1844.0,Monthly,1040,MA
60684,1.0,1.0,1404.0,Monthly,715,CO
60685,1.0,1.0,1536.0,Monthly,809,MA
60686,1.0,1.0,2253.0,Monthly,687,CA
60687,2.0,2.0,1251.0,Monthly,1066,NV
60688,2.0,2.0,3274.0,Monthly,842,CA
60689,2.0,3.0,1015.0,Monthly,1120,VA
60690,2.0,2.0,2270.0,Monthly,1046,CO
60691,1.0,1.0,714.0,Monthly,1046,LA
60692,1.0,1.0,1370.0,Monthly,715,CO
60693,1.0,3.0,1945.0,Monthly,1125,VA
60694,1.0,1.0,1695.0,Monthly,768,MA
60695,1.0,1.0,1465.0,Monthly,833,VA
60696,2.0,3.0,1505.0,Monthly,1200,NV
60697,1.5,2.0,1015.0,Monthly,950,VA
60698,2.0,2.0,1665.0,Monthly,1141,VA
60699,2.0,2.0,1955.0,Monthly,1417,VA
60700,2.0,3.0,1335.0,Monthly,1508,OH
60701,1.0,2.0,1018.0,Monthly,1046,LA
60702,2.0,3.0,1025.0,Monthly,1045,VA
60703,2.0,2.0,2735.0,Monthly,1117,CA
60704,2.0,2.0,1665.0,Monthly,1197,TX
60705,1.0,4.0,1200.0,Monthly,1000,VA
60706,1.0,1.0,1276.0,Monthly,580,VA
60707,2.0,3.0,1975.0,Monthly,1200,VA
60708,2.0,2.0,1610.0,Monthly,1159,FL
60709,2.0,2.0,739.0,Monthly,832,NV
60710,1.0,1.0,690.0,Monthly,720,NV
60711,2.5,4.0,1795.0,Monthly,2520,TX
60712,2.0,2.0,2150.0,Monthly,900,CA
60713,1.0,1.0,1099.0,Monthly,641,VA
60714,1.0,1.0,554.0,Monthly,400,NV
60715,1.0,1.0,1077.0,Monthly,474,VA
60716,1.0,2.0,2052.0,Monthly,992,CO
60717,1.0,1.0,690.0,Monthly,720,NV
60718,1.0,1.0,604.0,Monthly,400,NV
60719,2.0,2.0,2605.0,Monthly,1257,CA
60720,1.0,1.0,1400.0,Monthly,632,CO
60721,2.0,2.0,1407.0,Monthly,834,VA
60722,2.0,2.0,2250.0,Monthly,1234,MA
60723,1.0,1.0,554.0,Monthly,400,NV
60724,2.0,2.0,1050.0,Monthly,1014,OH
60725,2.0,2.0,1423.0,Monthly,1355,OH
60726,1.0,2.0,1574.0,Monthly,832,CO
60727,1.0,2.0,1950.0,Monthly,954,MA
60728,1.0,2.0,1975.0,Monthly,567,CA
60729,1.0,1.0,2585.0,Monthly,944,CA
60730,1.0,1.0,1462.0,Monthly,821,FL
60731,2.0,3.0,949.0,Monthly,1140,VA
60732,1.0,1.0,1250.0,Monthly,632,CO
60733,1.0,1.0,853.0,Monthly,680,OH
60734,2.0,2.0,1499.0,Monthly,1370,VA
60735,1.0,1.0,849.0,Monthly,605,OH
60736,1.0,1.0,554.0,Monthly,400,NV
60737,1.0,2.0,675.0,Monthly,1334,VA
60738,2.5,3.0,1660.0,Monthly,1410,TX
60739,2.0,2.0,1595.0,Monthly,1231,NV
60740,1.0,1.0,1319.0,Monthly,1101,OH
60741,1.0,2.0,856.0,Monthly,756,VA
60742,1.5,3.0,950.0,Monthly,1272,VA
60743,1.0,1.0,860.0,Monthly,564,VA
60744,1.5,1.0,1895.0,Monthly,840,OH
60745,1.0,2.0,1995.0,Monthly,840,CO
60746,3.0,3.0,1552.0,Monthly,1390,NV
60747,2.0,2.0,1136.0,Monthly,1117,VA
60748,2.0,2.0,1101.0,Monthly,1117,VA
60749,2.0,4.0,1995.0,Monthly,3180,TX
60750,2.0,2.0,3000.0,Monthly,1267,FL
60751,1.0,1.0,1379.0,Monthly,667,TX
60752,1.0,1.0,1005.0,Monthly,840,LA
60753,1.0,1.0,2150.0,Monthly,868,CA
60754,1.0,1.0,936.0,Monthly,750,LA
60755,2.5,3.0,1500.0,Monthly,1715,FL
60756,2.0,2.0,575.0,Monthly,1150,AR
60757,2.5,2.0,3485.0,Monthly,1490,CA
60758,3.0,3.0,1602.0,Monthly,1390,NV
60759,1.0,2.0,1405.0,Monthly,670,OH
60760,1.0,2.0,1850.0,Monthly,1100,MA
60761,2.0,2.0,2594.0,Monthly,1609,OH
60762,1.5,2.0,1399.0,Monthly,1780,OH
60763,1.0,1.0,1263.0,Monthly,710,OH
60764,1.0,1.0,852.0,Monthly,775,NV
60765,2.0,2.0,1186.0,Monthly,969,LA
60766,2.0,2.0,1700.0,Monthly,1245,FL
60767,1.0,1.0,2175.0,Monthly,779,CA
60768,1.0,1.0,1329.0,Monthly,667,TX
60769,2.0,2.0,1151.0,Monthly,1139,LA
60770,2.5,3.0,1805.0,Monthly,2145,OH
60771,1.0,2.0,2090.0,Monthly,571,CA
60772,2.0,2.0,500.0,Monthly,874,LA
60773,2.0,3.0,1284.0,Monthly,1156,NV
60774,2.0,2.0,1464.0,Monthly,1022,VA
60775,1.5,2.0,1999.0,Monthly,716,MA
60776,1.0,1.0,1675.0,Monthly,680,CO
60777,1.0,1.0,1182.0,Monthly,710,OH
60778,1.0,1.0,1289.0,Monthly,740,TX
60779,2.0,2.0,1453.0,Monthly,1019,VA
60780,1.0,1.0,795.0,Monthly,643,VA
60781,1.0,1.0,1650.0,Monthly,1000,MA
60782,2.0,2.0,3365.0,Monthly,1135,CO
60783,3.0,5.0,2495.0,Monthly,3443,TX
60784,2.0,3.0,4000.0,Monthly,2420,FL
60785,2.0,3.0,3000.0,Monthly,1377,FL
60786,1.5,2.0,2049.0,Monthly,966,MA
60787,2.0,2.0,1000.0,Monthly,1100,AR
60788,2.0,2.0,1298.0,Monthly,1076,TX
60789,1.0,1.0,922.0,Monthly,697,TX
60790,2.0,2.0,7800.0,Monthly,1570,FL
60791,2.0,2.0,2650.0,Monthly,1146,CA
60792,1.0,1.0,1038.0,Monthly,584,VA
60793,2.0,2.0,2967.0,Monthly,1269,MA
60794,1.0,1.0,1947.0,Monthly,714,MA
60795,1.0,2.0,1655.0,Monthly,578,CO
60796,1.0,3.0,3050.0,Monthly,1314,MA
60797,1.0,2.0,1985.0,Monthly,502,CA
60798,2.0,3.0,3907.0,Monthly,1464,MA
60799,2.0,2.0,5800.0,Monthly,1521,FL
60800,1.5,1.0,1265.0,Monthly,1078,TX
60801,1.0,1.0,1214.0,Monthly,704,VA
60802,2.0,2.0,850.0,Monthly,940,NV
60803,2.0,2.0,2370.0,Monthly,1381,MA
60804,2.0,2.0,1159.0,Monthly,1196,VA
60805,2.0,2.0,1413.0,Monthly,1272,VA
60806,1.5,3.0,705.0,Monthly,903,LA
60807,1.0,2.0,2068.0,Monthly,853,CA
60808,1.0,2.0,1989.0,Monthly,853,CA
60809,1.0,1.0,640.0,Monthly,669,VA
60810,1.0,2.0,1325.0,Monthly,988,OH
60811,1.0,2.0,950.0,Monthly,924,NV
60812,1.0,2.0,1250.0,Monthly,988,OH
60813,1.0,2.0,2115.0,Monthly,797,CA
60814,1.0,1.0,1353.0,Monthly,802,VA
60815,1.5,3.0,1010.0,Monthly,1307,LA
60816,1.0,1.0,675.0,Monthly,850,VA
60817,2.0,2.0,2397.0,Monthly,1135,CO
60818,2.0,2.0,1508.0,Monthly,1342,VA
60819,2.0,2.0,8000.0,Monthly,1540,FL
